x,y,z,id,stress_xx
400,-9800,0,9808.1598681914,-251933570.13387
400,-2400,0,2433.1050121193,-61193864.564533
400,-4500,0,4517.7427992306,-113485419.24715
400,-6200,0,6212.8898268036,-156516184.27975
400,-4600,0,4617.3585522461,-116881567.55281
400,-9100,0,9108.7869664407,-231474389.54812
400,-5600,0,5614.2675390473,-142624638.86046
400,-6000,0,6013.3185513492,-151472674.31274
400,-5400,0,5414.7945482724,-137412994.61903
400,-8200,0,8209.7503007095,-211925290.93994
400,-1500,0,1552.417469626,-36738480.934129
400,-9400,0,9408.5067890713,-242277106.31632
400,-1200,0,1264.9110640674,-31198411.90927
400,-700,0,806.22577482985,-18479314.760767
400,-9600,0,9608.3297195715,-242277106.31632
400,-4400,0,4418.1444068749,-112112391.63966
400,-200,0,447.21359549996,-5671944.2251882
400,-7600,0,7610.5190361762,-192147877.20304
400,-500,0,640.31242374328,-10497623.630558
400,-5300,0,5315.0729063673,-134868730.52153
400,-300,0,500,-7598588.4800528
400,-3600,0,3622.154055255,-90533898.768226
400,-10000,0,10007.996802557,-251933570.13387
400,-5900,0,5913.543776789,-151472674.31274
500,-7700,0,7716.2166895442,-195632195.15903
500,-200,0,538.51648071345,-5671944.2251882
500,-300,0,583.09518948453,-7088728.484555
500,-5300,0,5323.5326616825,-134868730.52153
500,0,0,500,-838431.09931742
500,-500,0,707.10678118655,-11488217.965102
500,-2100,0,2158.7033144923,-53228737.841215
500,-5600,0,5622.2771187482,-142624638.86046
500,-700,0,860.23252670426,-18479314.760767
500,-7600,0,7616.4296097318,-195632195.15903
500,-1500,0,1581.1388300842,-37422802.375266
500,-9600,0,9613.0120149722,-242277106.31632
500,-3600,0,3634.5563690772,-91343870.775811
500,-9400,0,9413.288479591,-242277106.31632
500,-1200,0,1300,-29875330.492962
500,-6000,0,6020.7972893961,-154507401.6636
500,-800,0,943.39811320566,-19481498.239098
500,-8200,0,8215.2297594163,-208716476.67553
500,-8400,0,8414.8677945646,-211925290.93994
500,-5400,0,5423.0987451825,-137412994.61903
500,-5500,0,5522.6805085936,-140144535.93994
500,-2000,0,2061.5528128088,-51041982.551114
500,-9800,0,9812.7468121826,-248207133.60228
500,-4600,0,4627.0941205037,-116941357.1942
500,-9100,0,9113.7259120516,-231474389.54812
500,-4500,0,4527.6925690687,-113485419.24715
500,-6200,0,6220.1286160336,-156243471.83571
500,-4400,0,4428.3179650969,-112264712.97792
500,-2400,0,2451.5301344263,-60416920.478117
500,-6800,0,6818.3575734923,-172173613.29486
500,-9300,0,9313.4311615,-237381068.19223
500,-4700,0,4726.5209192386,-119247123.85767
500,-7000,0,7017.8344238091,-180242860.89671
500,-8600,0,8614.5226217127,-217023867.07969
500,-2900,0,2942.7877939124,7233902
500,-9900,0,9912.618221237,-248207133.60228
500,-7300,0,7317.1032519707,-188030222.40081
500,-8900,0,8914.0338792266,-226409494.49317
500,-1000,0,1118.0339887499,-23775104.740759
500,-3300,0,3337.6638536557,7233902
500,-5700,0,5721.887800368,-145520440.30901
500,-6500,0,6519.2024052026,-166543208.68297
500,-5900,0,5921.148537235,-148614381.54438
500,-2700,0,2745.9060435492,7233902
500,-7900,0,7915.8069708653,-200396435.13696
500,-3200,0,3238.8269481403,7233902
500,-5200,0,5223.9831546436,-132315431.01067
500,-100,0,509.90195135928,-838431.09931742
500,-8800,0,8814.1930997681,-226409494.49317
500,-5000,0,5024.9378105604,-127030481.50499
500,-5800,0,5821.5118311312,-148614381.54438
500,-6400,0,6419.5015382816,-161406843.94159
500,-2800,0,2844.2925306656,7233902
500,-4900,0,4925.4441424099,-124337336.22825
500,-4800,0,4825.9714048055,-124337336.22825
500,-6900,0,6918.0922225712,-172904116.20818
500,-900,0,1029.5630140987,-23775104.740759
500,-3400,0,3436.5680554879,7233902
500,-1600,0,1676.305461424,-40213183.932028
500,-2200,0,2256.1028345357,-55585858.757089
500,-1300,0,1392.8388277184,-34094800.1123
500,-6600,0,6618.9122973492,-168396156.37914
500,-7200,0,7217.3402303065,-184264123.35226
500,-2500,0,2549.5097567964,-62821380.473328
500,-3700,0,3733.6309405189,-94446297.362098
500,-3800,0,3832.7535793474,-95605344.350011
500,-1800,0,1868.1541692269,-44846662.225666
500,-3100,0,3140.0636936215,7233902
500,-7500,0,7516.6481891865,-188030222.40081
500,-4300,0,4328.9721643827,-110383189.38935
500,-4200,0,4229.6571965113,-106283016.52293
500,-8000,0,8015.6097709407,-203813478.58635
500,-3500,0,3535.5339059327,-88221825.70817
500,-4000,0,4031.1288741493,-100269047.05788
500,-7400,0,7416.8726563155,-188030222.40081
500,-3000,0,3041.3812651491,7233902
500,-2300,0,2353.720459188,-58300699.79117
500,-2600,0,2647.6404589747,7233902
500,-1400,0,1486.6068747319,-36226184.907391
500,-1100,0,1208.3045973595,-27672207.551883
500,-7100,0,7117.5838597097,-180242860.89671
500,-1900,0,1964.6882704388,-48567161.412525
500,-6700,0,6718.6308128963,-172173613.29486
500,-1700,0,1772.0045146669,-43200394.833988
500,-9000,0,9013.87818866,-231474389.54812
500,-4100,0,4130.3752856127,-104507321.94768
500,-9200,0,9213.57693841,-237381068.19223
500,-6300,0,6319.81012373,-160314064.89826
500,-7800,0,7816.0092118677,-200396435.13696
500,-9500,0,9513.1487952202,-242277106.31632
500,-8100,0,8115.4174261094,-208716476.67553
500,-600,0,781.02496759067,-14183203.810664
500,-8700,0,8714.3559716137,-221325271.07814
500,-8300,0,8315.046602395,-211925290.93994
500,-8500,0,8514.6931829632,-217023867.07969
500,-6100,0,6120.4574992397,-154507401.6636
500,-3900,0,3931.9206502675,-98852608.899455
500,-400,0,640.31242374328,-9880785.5463228
500,-9700,0,9712.8780492705,-248207133.60228
500,-10000,0,10012.49219725,-251933570.13387
500,-5100,0,5124.4511901276,-129186789.63994
600,-5100,0,5135.1728305871,-129186789.63994
600,-8500,0,8521.1501571091,-217023867.07969
600,-10000,0,10017.983829095,-251217638.52836
600,-9700,0,9718.5389848475,-248207133.60228
600,-400,0,721.1102550928,-9880785.5463228
600,-8700,0,8720.6651122492,-221325271.07814
600,-600,0,848.52813742386,-15215015.284472
600,-6100,0,6129.4371682888,-156243471.83571
600,-9200,0,9219.5444572929,-237381068.19223
600,-3700,0,3748.3329627983,-94692824.698153
600,-9500,0,9518.9285111298,-242277106.31632
600,-7800,0,7823.0428862432,-203813478.58635
600,-6300,0,6328.5069329187,-160314064.89826
600,-4100,0,4143.6698710201,-104120786.31494
